regular,midgrade,premium,diesel,last_update,reg_price_age,mid_price_age,pre_price_age,des_price_age,location_id
2.29,2.43,2.53,0.0,2017-01-09 07:40:43.280712,1.0,1.0,1.0,0.0,1129
2.11,0.0,2.45,0.0,2017-01-09 07:44:23.082284,1.0,0.0,1.0,0.0,1174
2.25,0.0,0.0,0.0,2017-01-09 07:45:30.463523,8.0,0.0,0.0,0.0,1151
2.09,0.0,2.45,0.0,2017-01-09 07:48:51.999581,1.0,0.0,1.0,0.0,1198
2.45,0.0,2.68,0.0,2017-01-09 08:04:50.472056,9.0,0.0,12.0,0.0,1184
2.29,2.49,2.69,0.0,2017-01-09 08:05:12.900054,0.0,0.0,0.0,0.0,1101
2.37,2.57,2.69,2.64,2017-01-09 08:07:07.090835,1.0,1.0,1.0,1.0,1229
2.37,2.57,2.77,2.55,2017-01-09 08:41:17.981041,2.0,2.0,2.0,2.0,1227
2.31,2.55,2.67,2.55,2017-01-09 08:44:45.653581,0.0,0.0,0.0,0.0,1225
2.32,0.0,0.0,0.0,2017-01-09 09:15:43.319833,0.0,0.0,0.0,0.0,1228
2.29,2.43,2.53,0.0,2017-01-09 13:23:43.317463,4.0,4.0,4.0,0.0,1129
2.09,0.0,2.45,0.0,2017-01-09 13:26:39.807536,3.0,0.0,3.0,0.0,1174
2.25,0.0,0.0,0.0,2017-01-09 13:27:50.906713,13.0,0.0,0.0,0.0,1151
2.21,0.0,2.45,0.0,2017-01-09 13:31:01.794906,1.0,0.0,1.0,0.0,1198
2.45,0.0,2.68,0.0,2017-01-09 13:45:54.333264,1.0,0.0,18.0,0.0,1184
2.29,2.49,2.69,0.0,2017-01-09 13:46:12.945931,1.0,0.0,0.0,0.0,1101
2.37,2.57,2.69,2.64,2017-01-09 13:48:28.440471,7.0,7.0,7.0,7.0,1229
2.37,2.57,2.77,2.55,2017-01-09 14:20:49.141795,5.0,5.0,5.0,5.0,1227
2.31,2.55,2.67,2.55,2017-01-09 14:23:50.673102,0.0,0.0,0.0,0.0,1225
2.31,2.41,2.63,2.55,2017-01-09 14:39:52.694945,0.0,0.0,0.0,0.0,1128
2.32,0.0,0.0,0.0,2017-01-09 14:54:11.260868,0.0,0.0,0.0,0.0,1228
2.33,2.49,2.69,0.0,2017-01-10 05:45:43.502496,0.0,0.0,0.0,0.0,1101
2.31,2.41,2.63,2.55,2017-01-10 06:29:41.480393,0.0,0.0,0.0,0.0,1128
2.37,2.57,2.69,2.64,2017-01-10 06:31:43.529615,24.0,24.0,24.0,24.0,1229
2.21,0.0,2.45,0.0,2017-01-10 06:34:38.160056,1.0,0.0,1.0,0.0,1198
2.25,2.47,2.57,0.0,2017-01-10 06:35:18.427665,1.0,1.0,1.0,0.0,1151
2.47,2.6,2.7,2.75,2017-01-10 06:37:10.350747,14.0,14.0,14.0,14.0,1184
2.31,2.55,2.67,2.55,2017-01-10 07:11:15.667434,0.0,0.0,0.0,0.0,1225
2.09,0.0,2.45,0.0,2017-01-10 07:11:52.637293,1.0,0.0,1.0,0.0,1174
2.21,0.0,2.45,0.0,2017-01-10 07:17:18.867445,1.0,0.0,1.0,0.0,1198
2.37,2.57,2.77,2.55,2017-01-10 07:18:58.849267,1.0,1.0,1.0,1.0,1227
2.31,2.41,2.63,2.55,2017-01-10 07:20:30.321986,0.0,0.0,0.0,0.0,1128
2.29,2.43,2.53,0.0,2017-01-10 07:23:15.774067,1.0,1.0,1.0,0.0,1129
2.33,2.49,2.69,0.0,2017-01-10 07:28:26.066880,0.0,0.0,0.0,0.0,1101
2.32,0.0,0.0,0.0,2017-01-10 07:32:15.685434,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.69,2.64,2017-01-10 07:40:22.307231,0.0,0.0,0.0,0.0,1229
2.31,2.55,2.67,2.55,2017-01-10 08:19:02.122008,0.0,0.0,0.0,0.0,1225
2.09,0.0,2.45,0.0,2017-01-10 08:19:42.497724,1.0,0.0,1.0,0.0,1174
2.21,0.0,2.45,0.0,2017-01-10 08:26:23.107098,1.0,0.0,2.0,0.0,1198
2.37,2.57,2.77,2.55,2017-01-10 08:27:58.003891,1.0,1.0,1.0,1.0,1227
2.31,2.41,2.63,2.55,2017-01-10 08:29:19.779731,0.0,0.0,0.0,0.0,1128
2.33,2.49,2.69,0.0,2017-01-10 08:37:31.171880,0.0,0.0,0.0,0.0,1101
2.37,2.57,2.69,2.64,2017-01-10 08:52:23.273451,0.0,0.0,0.0,0.0,1229
2.47,2.6,2.7,2.75,2017-01-10 09:00:56.503412,16.0,16.0,16.0,16.0,1184
2.31,2.55,2.67,2.55,2017-01-10 09:31:09.044240,0.0,0.0,0.0,0.0,1225
2.09,0.0,2.45,0.0,2017-01-10 09:31:47.388313,1.0,0.0,1.0,0.0,1174
2.25,2.47,2.57,0.0,2017-01-10 09:32:38.423038,3.0,3.0,3.0,0.0,1151
2.21,0.0,2.45,0.0,2017-01-10 09:36:30.767920,3.0,0.0,3.0,0.0,1198
2.37,2.57,2.77,2.55,2017-01-10 09:38:00.977761,3.0,3.0,3.0,3.0,1227
2.31,2.41,2.63,2.55,2017-01-10 09:39:29.089422,0.0,0.0,0.0,0.0,1128
2.29,2.43,2.53,0.0,2017-01-10 09:42:07.695756,1.0,1.0,1.0,0.0,1129
2.33,2.49,2.69,0.0,2017-01-10 09:46:57.566480,0.0,0.0,0.0,0.0,1101
2.32,0.0,0.0,0.0,2017-01-10 09:51:41.475275,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.69,2.64,2017-01-10 09:59:16.501980,0.0,0.0,0.0,0.0,1229
2.47,2.6,2.7,2.75,2017-01-10 10:08:15.833208,17.0,17.0,17.0,17.0,1184
2.31,2.55,2.67,2.55,2017-01-10 10:35:52.140747,0.0,0.0,0.0,0.0,1225
2.09,0.0,2.45,0.0,2017-01-10 10:36:27.251330,1.0,0.0,1.0,0.0,1174
2.25,2.47,2.57,0.0,2017-01-10 10:36:55.740052,4.0,4.0,4.0,0.0,1151
2.21,0.0,2.45,0.0,2017-01-10 10:41:44.296047,4.0,0.0,4.0,0.0,1198
2.37,2.57,2.77,2.55,2017-01-10 10:43:05.977771,4.0,4.0,4.0,4.0,1227
2.31,2.41,2.63,2.55,2017-01-10 10:44:25.756212,0.0,0.0,0.0,0.0,1128
2.29,2.43,2.53,0.0,2017-01-10 10:46:54.545338,3.0,3.0,3.0,0.0,1129
2.33,2.49,2.69,0.0,2017-01-10 10:51:02.133949,0.0,0.0,0.0,0.0,1101
2.32,0.0,0.0,0.0,2017-01-10 10:55:00.487274,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.69,2.64,2017-01-10 11:02:08.690479,0.0,0.0,0.0,0.0,1229
2.47,2.6,2.7,2.75,2017-01-10 11:10:10.407048,18.0,18.0,18.0,18.0,1184
2.47,2.6,2.7,2.75,2017-01-10 11:14:57.499676,18.0,18.0,18.0,18.0,1184
2.21,0.0,2.45,0.0,2017-01-10 11:24:14.589289,5.0,0.0,5.0,0.0,1198
2.25,2.47,2.57,0.0,2017-01-10 11:26:56.623927,5.0,5.0,5.0,0.0,1151
2.29,2.43,2.53,0.0,2017-01-10 11:27:07.605513,4.0,4.0,4.0,0.0,1129
2.32,0.0,0.0,0.0,2017-01-10 11:31:14.058304,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.69,2.64,2017-01-10 12:26:16.871023,0.0,0.0,0.0,0.0,1229
2.31,2.55,2.67,2.55,2017-01-10 12:28:44.680926,0.0,0.0,0.0,0.0,1225
2.47,2.6,2.7,2.75,2017-01-10 12:45:05.267196,20.0,20.0,20.0,20.0,1184
2.29,2.43,2.53,0.0,2017-01-10 12:55:03.869203,1.0,1.0,1.0,0.0,1129
2.32,0.0,0.0,0.0,2017-01-10 13:14:42.950138,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.77,2.55,2017-01-10 13:14:50.035596,7.0,7.0,7.0,7.0,1227
2.33,2.49,2.69,0.0,2017-01-10 13:18:07.811057,0.0,0.0,0.0,0.0,1101
2.09,0.0,2.45,0.0,2017-01-10 13:18:16.599400,1.0,0.0,3.0,0.0,1174
2.21,0.0,2.45,0.0,2017-01-10 13:24:27.874192,1.0,0.0,1.0,0.0,1198
2.31,2.41,2.63,2.55,2017-01-10 13:26:50.683308,0.0,0.0,0.0,0.0,1128
2.25,2.47,2.57,0.0,2017-01-10 13:31:33.515807,7.0,7.0,7.0,0.0,1151
2.37,2.57,2.69,2.64,2017-01-10 15:41:43.398790,1.0,1.0,1.0,1.0,1229
2.31,2.55,2.67,2.55,2017-01-10 15:43:24.779729,0.0,0.0,0.0,0.0,1225
2.47,2.6,2.7,2.75,2017-01-10 15:58:12.227127,1.0,23.0,23.0,23.0,1184
2.29,2.43,2.53,0.0,2017-01-10 16:07:42.394978,4.0,4.0,4.0,0.0,1129
2.36,0.0,0.0,0.0,2017-01-10 16:27:27.092780,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.77,2.55,2017-01-10 16:27:34.292574,1.0,1.0,1.0,1.0,1227
2.33,2.49,2.69,0.0,2017-01-10 16:30:15.505777,0.0,0.0,0.0,0.0,1101
2.09,0.0,2.45,0.0,2017-01-10 16:30:30.475236,1.0,0.0,1.0,0.0,1174
2.21,0.0,2.45,0.0,2017-01-10 16:34:59.654588,4.0,0.0,1.0,0.0,1198
2.31,2.41,2.63,2.55,2017-01-10 16:36:47.615683,0.0,0.0,0.0,0.0,1128
2.25,2.47,2.57,0.0,2017-01-10 16:40:24.827197,10.0,10.0,10.0,0.0,1151
2.33,2.49,2.69,0.0,2017-01-11 00:33:30.401100,0.0,0.0,0.0,0.0,1101
2.47,2.6,2.7,2.75,2017-01-11 00:45:23.626631,3.0,0.0,0.0,0.0,1184
2.25,2.47,2.57,0.0,2017-01-11 00:47:56.676452,1.0,1.0,1.0,0.0,1151
2.31,2.55,2.67,2.55,2017-01-11 00:52:45.992863,0.0,0.0,0.0,0.0,1225
2.37,2.57,2.77,2.55,2017-01-11 00:55:44.223739,5.0,5.0,5.0,5.0,1227
2.21,0.0,2.45,0.0,2017-01-11 01:00:30.560159,6.0,0.0,6.0,0.0,1198
2.39,2.59,2.69,2.64,2017-01-11 01:00:37.514963,7.0,7.0,10.0,7.0,1229
2.09,0.0,2.45,0.0,2017-01-11 01:16:34.977680,4.0,0.0,4.0,0.0,1174
2.31,2.41,2.63,2.55,2017-01-11 01:49:25.706395,0.0,0.0,0.0,0.0,1128
2.29,2.43,2.53,0.0,2017-01-11 01:51:56.670067,1.0,1.0,1.0,0.0,1129
2.36,0.0,0.0,0.0,2017-01-11 01:55:25.752305,0.0,0.0,0.0,0.0,1228
2.31,2.55,2.67,2.59,2017-01-11 13:24:58.187322,0.0,0.0,0.0,0.0,1225
2.21,0.0,2.45,0.0,2017-01-11 13:31:19.742877,2.0,0.0,3.0,0.0,1198
2.29,2.43,2.53,0.0,2017-01-11 13:38:35.443733,1.0,1.0,1.0,0.0,1129
2.31,2.41,2.63,2.55,2017-01-11 13:48:11.494542,0.0,0.0,0.0,0.0,1128
2.39,2.59,2.69,2.64,2017-01-11 13:50:58.504680,20.0,20.0,23.0,20.0,1229
2.33,2.49,2.69,0.0,2017-01-11 13:51:14.443040,0.0,0.0,0.0,0.0,1101
2.1,0.0,2.45,0.0,2017-01-11 13:55:48.547045,1.0,0.0,1.0,0.0,1174
2.25,2.47,2.57,0.0,2017-01-11 13:57:43.396022,1.0,1.0,1.0,0.0,1151
2.36,0.0,0.0,0.0,2017-01-11 14:01:54.014962,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.77,2.55,2017-01-11 14:09:38.197812,5.0,5.0,5.0,5.0,1227
2.47,2.6,2.7,2.75,2017-01-11 14:12:37.485809,16.0,0.0,0.0,0.0,1184
2.36,0.0,0.0,0.0,2017-01-12 00:09:49.252135,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.77,2.55,2017-01-12 00:12:34.115027,8.0,8.0,8.0,8.0,1227
2.31,2.55,2.67,2.59,2017-01-12 00:27:03.673176,0.0,0.0,0.0,0.0,1225
2.39,2.59,2.69,2.64,2017-01-12 00:31:29.248108,6.0,6.0,0.0,6.0,1229
2.31,2.41,2.63,2.55,2017-01-12 00:32:13.489060,0.0,0.0,0.0,0.0,1128
2.21,0.0,2.45,0.0,2017-01-12 00:55:52.453320,2.0,0.0,2.0,0.0,1198
2.47,0.0,0.0,0.0,2017-01-12 01:01:35.467758,1.0,0.0,0.0,0.0,1184
2.33,2.49,2.69,0.0,2017-01-12 09:55:43.625929,0.0,0.0,0.0,0.0,1101
2.47,0.0,0.0,0.0,2017-01-12 10:03:00.969610,10.0,0.0,0.0,0.0,1184
2.39,2.59,2.69,2.64,2017-01-12 10:07:07.158794,16.0,16.0,0.0,16.0,1229
2.21,0.0,2.45,0.0,2017-01-12 10:07:25.448742,1.0,0.0,1.0,0.0,1198
2.37,2.57,2.77,2.55,2017-01-12 10:08:23.182366,1.0,1.0,1.0,1.0,1227
2.29,2.43,2.53,0.0,2017-01-12 10:12:36.125642,1.0,1.0,1.0,0.0,1129
2.25,2.51,2.61,0.0,2017-01-12 10:15:50.695877,1.0,1.0,1.0,0.0,1151
2.31,2.55,2.67,2.59,2017-01-12 10:30:58.740452,0.0,0.0,0.0,0.0,1225
2.1,0.0,2.45,0.0,2017-01-12 10:35:14.515311,1.0,0.0,1.0,0.0,1174
2.36,0.0,0.0,0.0,2017-01-12 10:38:31.534656,1.0,0.0,0.0,0.0,1228
2.31,2.41,2.63,2.55,2017-01-12 10:44:44.318607,0.0,0.0,0.0,0.0,1128
2.33,2.49,2.69,0.0,2017-01-12 14:01:47.579933,0.0,0.0,0.0,0.0,1101
2.47,0.0,0.0,0.0,2017-01-12 14:12:31.954354,15.0,0.0,0.0,0.0,1184
2.39,2.59,2.69,2.64,2017-01-12 14:18:05.640019,2.0,20.0,0.0,20.0,1229
2.21,0.0,2.45,0.0,2017-01-12 14:18:21.071674,1.0,0.0,1.0,0.0,1198
2.37,2.57,2.77,2.55,2017-01-12 14:20:15.856299,5.0,5.0,5.0,5.0,1227
2.29,2.43,2.53,0.0,2017-01-12 14:26:50.593405,1.0,1.0,1.0,0.0,1129
2.29,2.51,2.61,0.0,2017-01-12 14:31:15.540409,3.0,3.0,3.0,0.0,1151
2.31,2.55,2.67,2.59,2017-01-12 14:51:19.980148,0.0,0.0,0.0,0.0,1225
2.1,0.0,2.45,0.0,2017-01-12 14:56:26.721732,1.0,0.0,1.0,0.0,1174
2.36,0.0,0.0,0.0,2017-01-12 15:02:59.139504,0.0,0.0,0.0,0.0,1228
2.31,2.41,2.63,2.55,2017-01-12 15:09:09.483850,0.0,0.0,0.0,0.0,1128
2.33,2.49,2.69,0.0,2017-01-12 18:24:58.430891,0.0,0.0,0.0,0.0,1101
2.47,2.6,0.0,0.0,2017-01-12 18:33:33.833899,1.0,1.0,0.0,0.0,1184
2.39,2.59,2.69,2.64,2017-01-12 18:38:13.953808,1.0,1.0,4.0,1.0,1229
2.21,0.0,2.45,0.0,2017-01-12 18:38:42.705560,1.0,0.0,1.0,0.0,1198
2.37,2.57,2.77,2.55,2017-01-12 18:40:18.996077,1.0,1.0,1.0,1.0,1227
2.29,2.43,2.53,0.0,2017-01-12 18:45:38.690572,1.0,1.0,1.0,0.0,1129
2.29,2.51,2.61,0.0,2017-01-12 18:49:50.003228,3.0,3.0,3.0,0.0,1151
2.31,2.55,2.67,2.59,2017-01-12 19:06:22.937725,0.0,0.0,0.0,0.0,1225
2.1,0.0,2.45,0.0,2017-01-12 19:11:43.750891,1.0,0.0,1.0,0.0,1174
2.36,0.0,0.0,0.0,2017-01-12 19:15:45.631300,0.0,0.0,0.0,0.0,1228
2.31,2.41,2.63,2.55,2017-01-12 19:22:39.151891,0.0,0.0,0.0,0.0,1128
2.36,0.0,0.0,0.0,2017-01-12 22:33:24.102577,0.0,0.0,0.0,0.0,1228
2.47,2.6,0.0,0.0,2017-01-12 22:36:53.787558,6.0,6.0,0.0,0.0,1184
2.31,2.41,2.63,2.55,2017-01-12 22:37:48.978281,0.0,0.0,0.0,0.0,1128
2.39,2.59,2.69,2.64,2017-01-12 22:48:15.869894,4.0,4.0,8.0,4.0,1229
2.37,2.57,2.77,2.55,2017-01-12 22:54:20.308294,3.0,3.0,3.0,3.0,1227
2.29,2.51,2.61,0.0,2017-01-12 22:56:13.083868,7.0,1.0,1.0,0.0,1151
2.33,2.49,2.69,0.0,2017-01-13 03:18:31.897572,0.0,0.0,0.0,0.0,1101
2.47,2.6,0.0,0.0,2017-01-13 03:20:05.894771,11.0,11.0,0.0,0.0,1184
2.37,2.57,2.77,2.55,2017-01-13 03:21:57.492733,7.0,7.0,7.0,7.0,1227
2.29,2.43,2.53,0.0,2017-01-13 03:28:52.364420,4.0,4.0,4.0,0.0,1129
2.29,2.55,2.67,2.59,2017-01-13 03:47:37.920970,0.0,0.0,0.0,0.0,1225
2.39,2.59,2.69,2.64,2017-01-13 03:50:25.977022,9.0,9.0,13.0,9.0,1229
2.36,0.0,0.0,0.0,2017-01-13 03:53:14.495445,0.0,0.0,0.0,0.0,1228
2.31,2.41,2.63,2.55,2017-01-13 03:59:40.220679,0.0,0.0,0.0,0.0,1128
2.1,0.0,2.45,0.0,2017-01-13 04:00:38.609846,1.0,0.0,1.0,0.0,1174
2.29,2.51,2.61,0.0,2017-01-13 04:06:35.625088,12.0,6.0,6.0,0.0,1151
2.21,0.0,2.45,0.0,2017-01-13 04:17:02.902386,2.0,0.0,2.0,0.0,1198
2.33,2.49,2.69,0.0,2017-01-13 07:29:50.105762,0.0,0.0,0.0,0.0,1101
2.47,2.6,0.0,0.0,2017-01-13 07:31:32.997635,15.0,15.0,0.0,0.0,1184
2.37,2.57,2.77,2.55,2017-01-13 07:33:18.238020,1.0,1.0,1.0,1.0,1227
2.29,2.43,2.53,0.0,2017-01-13 07:38:47.395225,1.0,1.0,1.0,0.0,1129
2.29,2.55,2.67,2.59,2017-01-13 07:56:05.371684,0.0,0.0,0.0,0.0,1225
2.39,2.59,2.69,2.64,2017-01-13 07:58:35.277340,14.0,14.0,17.0,14.0,1229
2.36,0.0,0.0,0.0,2017-01-13 08:01:09.101350,0.0,0.0,0.0,0.0,1228
2.31,2.41,2.63,2.55,2017-01-13 08:05:47.349413,0.0,0.0,0.0,0.0,1128
2.1,0.0,2.45,0.0,2017-01-13 08:06:35.748686,1.0,0.0,1.0,0.0,1174
2.29,2.51,2.61,0.0,2017-01-13 08:10:11.213580,16.0,10.0,10.0,0.0,1151
2.21,0.0,2.46,0.0,2017-01-13 08:26:10.376748,1.0,0.0,1.0,0.0,1198
2.33,2.49,2.69,0.0,2017-01-13 11:39:48.334121,0.0,0.0,0.0,0.0,1101
2.47,2.6,0.0,0.0,2017-01-13 11:41:32.527222,19.0,19.0,0.0,0.0,1184
2.37,2.57,2.77,2.55,2017-01-13 11:43:46.310343,1.0,1.0,1.0,1.0,1227
2.29,2.43,2.53,0.0,2017-01-13 11:50:27.809626,1.0,1.0,1.0,0.0,1129
2.1,0.0,2.46,0.0,2017-01-13 14:14:47.425571,1.0,0.0,1.0,0.0,1198
2.33,2.49,2.69,0.0,2017-01-13 20:23:15.894147,0.0,0.0,0.0,0.0,1101
2.29,2.43,2.53,0.0,2017-01-13 20:41:45.450165,1.0,1.0,1.0,0.0,1129
2.36,0.0,0.0,0.0,2017-01-13 20:49:26.446876,0.0,0.0,0.0,0.0,1228
2.31,2.41,2.63,2.55,2017-01-13 20:50:17.013640,0.0,0.0,0.0,0.0,1128
2.1,0.0,2.45,0.0,2017-01-13 21:09:30.335732,1.0,0.0,1.0,0.0,1174
2.29,2.55,2.67,2.59,2017-01-13 21:27:25.726726,0.0,0.0,0.0,0.0,1225
2.29,2.51,2.61,0.0,2017-01-13 21:44:49.640088,2.0,2.0,2.0,0.0,1151
2.47,2.6,2.7,0.0,2017-01-13 21:59:51.003388,6.0,0.0,5.0,0.0,1184
2.39,2.59,2.69,2.64,2017-01-13 22:01:11.995220,4.0,4.0,4.0,4.0,1229
2.1,0.0,2.46,0.0,2017-01-13 22:02:48.046688,7.0,0.0,7.0,0.0,1198
2.33,2.49,2.69,0.0,2017-01-14 01:11:22.522165,0.0,0.0,0.0,0.0,1101
2.29,2.43,2.53,0.0,2017-01-14 01:24:19.469011,3.0,3.0,3.0,0.0,1129
2.36,0.0,0.0,0.0,2017-01-14 01:30:20.286194,0.0,0.0,0.0,0.0,1228
2.31,2.41,2.63,2.55,2017-01-14 01:30:38.316869,0.0,0.0,0.0,0.0,1128
2.1,0.0,2.45,0.0,2017-01-14 01:43:48.761915,1.0,0.0,1.0,0.0,1174
2.29,2.51,2.61,0.0,2017-01-14 02:09:00.020332,4.0,4.0,4.0,0.0,1151
2.37,2.57,2.77,2.55,2017-01-14 02:16:12.758135,4.0,4.0,4.0,4.0,1227
2.47,2.6,2.7,0.0,2017-01-14 02:20:19.370552,10.0,0.0,3.0,0.0,1184
2.39,2.59,2.69,2.64,2017-01-14 02:21:15.669517,8.0,8.0,8.0,8.0,1229
2.1,0.0,2.46,0.0,2017-01-14 02:22:31.709467,1.0,0.0,1.0,0.0,1198
2.36,0.0,0.0,0.0,2017-01-14 05:38:15.645268,0.0,0.0,0.0,0.0,1228
2.33,2.49,2.69,0.0,2017-01-14 05:56:51.429283,0.0,0.0,0.0,0.0,1101
2.1,0.0,2.46,0.0,2017-01-14 06:04:38.443489,2.0,0.0,2.0,0.0,1198
2.29,2.43,2.53,0.0,2017-01-14 06:06:10.117992,8.0,8.0,8.0,0.0,1129
2.1,0.0,2.46,0.0,2017-01-14 06:07:34.286509,1.0,0.0,1.0,0.0,1174
2.37,2.57,2.77,2.55,2017-01-14 06:12:50.397357,8.0,8.0,8.0,8.0,1227
2.29,2.51,2.61,0.0,2017-01-14 06:15:09.255208,8.0,8.0,8.0,0.0,1151
2.47,2.6,2.7,0.0,2017-01-14 06:19:18.276258,14.0,0.0,7.0,0.0,1184
2.39,2.59,2.69,2.64,2017-01-14 06:19:34.141007,12.0,12.0,12.0,12.0,1229
2.29,2.55,2.67,2.59,2017-01-14 06:29:31.351937,0.0,0.0,0.0,0.0,1225
2.33,2.49,2.69,0.0,2017-01-14 10:02:01.267667,0.0,0.0,0.0,0.0,1101
2.29,2.43,2.53,0.0,2017-01-14 10:18:21.192671,1.0,1.0,1.0,0.0,1129
2.36,0.0,0.0,0.0,2017-01-14 10:28:04.189046,0.0,0.0,0.0,0.0,1228
2.29,2.41,2.63,2.55,2017-01-14 10:28:26.175054,0.0,0.0,0.0,0.0,1128
2.29,2.55,2.67,2.59,2017-01-14 11:00:24.672772,0.0,0.0,0.0,0.0,1225
2.29,2.51,2.61,0.0,2017-01-14 11:14:56.934077,1.0,1.0,1.0,0.0,1151
2.37,2.57,2.77,2.55,2017-01-14 11:21:46.010327,1.0,1.0,1.0,1.0,1227
2.47,2.6,2.7,0.0,2017-01-14 11:25:51.803454,3.0,3.0,3.0,0.0,1184
2.39,2.59,2.69,2.64,2017-01-14 11:27:21.051222,3.0,3.0,3.0,3.0,1229
2.29,0.0,2.49,0.0,2017-01-14 11:28:56.436627,1.0,0.0,1.0,0.0,1198
2.33,2.49,2.69,0.0,2017-01-14 14:36:25.750065,0.0,0.0,0.0,0.0,1101
2.29,2.43,2.53,0.0,2017-01-14 14:52:19.283039,5.0,5.0,5.0,0.0,1129
2.36,0.0,0.0,0.0,2017-01-14 14:59:24.486796,0.0,0.0,0.0,0.0,1228
2.29,2.41,2.63,2.55,2017-01-14 15:00:04.862475,0.0,0.0,0.0,0.0,1128
2.1,0.0,2.46,0.0,2017-01-14 15:16:11.355188,1.0,0.0,1.0,0.0,1174
2.1,0.0,2.46,0.0,2017-01-16 02:54:34.763314,7.0,0.0,7.0,0.0,1174
2.29,0.0,2.49,0.0,2017-01-16 03:15:28.936021,1.0,0.0,1.0,0.0,1198
2.29,2.41,2.63,2.55,2017-01-16 03:29:27.507690,0.0,0.0,0.0,0.0,1128
2.47,2.6,2.7,0.0,2017-01-16 03:30:39.063741,4.0,0.0,4.0,0.0,1184
2.33,2.49,2.69,0.0,2017-01-16 03:38:39.918440,0.0,0.0,0.0,0.0,1101
2.36,0.0,0.0,0.0,2017-01-16 03:39:16.276322,0.0,0.0,0.0,0.0,1228
2.31,2.43,2.53,0.0,2017-01-16 03:48:35.182316,5.0,5.0,5.0,0.0,1129
2.39,2.59,2.69,2.64,2017-01-16 04:04:29.781767,0.0,0.0,0.0,10.0,1229
2.1,0.0,2.46,0.0,2017-01-16 07:07:34.735979,1.0,0.0,1.0,0.0,1174
2.29,0.0,2.49,0.0,2017-01-16 07:29:50.268226,5.0,0.0,5.0,0.0,1198
2.29,2.41,2.63,2.55,2017-01-16 07:46:50.971773,0.0,0.0,0.0,0.0,1128
2.47,2.6,2.7,0.0,2017-01-16 07:48:02.329742,9.0,0.0,9.0,0.0,1184
2.33,2.49,2.69,0.0,2017-01-16 07:56:13.464892,0.0,0.0,0.0,0.0,1101
2.36,0.0,0.0,0.0,2017-01-16 07:56:44.884807,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.77,2.55,2017-01-16 08:02:00.622279,1.0,1.0,1.0,1.0,1227
2.29,2.43,2.53,0.0,2017-01-16 08:05:41.564657,1.0,1.0,1.0,0.0,1129
2.31,2.53,2.63,0.0,2017-01-16 08:18:00.643835,9.0,9.0,9.0,0.0,1151
2.29,2.55,2.67,2.59,2017-01-16 08:22:40.819707,0.0,0.0,0.0,0.0,1225
2.39,2.59,2.69,2.64,2017-01-16 08:23:05.189679,0.0,0.0,0.0,14.0,1229
2.1,0.0,2.49,0.0,2017-01-16 11:26:38.257380,1.0,0.0,3.0,0.0,1174
2.29,0.0,2.49,0.0,2017-01-16 11:46:58.083893,1.0,0.0,3.0,0.0,1198
2.29,2.41,2.63,2.55,2017-01-16 12:05:42.126291,0.0,0.0,0.0,0.0,1128
2.47,0.0,2.7,0.0,2017-01-16 12:06:52.525406,13.0,0.0,13.0,0.0,1184
2.33,2.49,2.69,0.0,2017-01-16 12:17:20.914789,0.0,0.0,0.0,0.0,1101
2.36,0.0,0.0,0.0,2017-01-16 12:18:11.632270,0.0,0.0,0.0,0.0,1228
2.37,2.57,2.77,2.55,2017-01-16 12:23:53.044486,1.0,1.0,1.0,1.0,1227
2.29,2.43,2.53,0.0,2017-01-16 12:27:22.428302,1.0,1.0,1.0,0.0,1129
2.31,2.53,2.63,0.0,2017-01-16 12:38:29.625549,1.0,1.0,1.0,0.0,1151
2.29,2.55,2.67,2.59,2017-01-16 12:42:52.421158,0.0,0.0,0.0,0.0,1225
0.0,0.0,0.0,2.64,2017-01-16 12:42:56.923399,0.0,0.0,0.0,18.0,1229
0.0,0.0,0.0,2.64,2017-01-16 13:32:32.320037,0.0,0.0,0.0,19.0,1229
2.29,2.43,2.53,0.0,2017-01-16 13:34:41.347119,1.0,1.0,1.0,0.0,1129
2.29,2.55,2.67,2.59,2017-01-16 13:39:18.268702,0.0,0.0,0.0,0.0,1225
2.29,0.0,2.49,0.0,2017-01-16 13:51:01.075965,1.0,0.0,1.0,0.0,1198
2.1,0.0,2.49,0.0,2017-01-16 14:08:32.822191,1.0,0.0,1.0,0.0,1174
2.33,2.49,2.69,0.0,2017-01-16 14:14:45.109767,0.0,0.0,0.0,0.0,1101
2.31,2.53,2.63,0.0,2017-01-16 14:14:57.740924,1.0,1.0,1.0,0.0,1151
2.29,2.41,2.63,2.55,2017-01-16 14:16:29.282981,0.0,0.0,0.0,0.0,1128
2.36,0.0,0.0,0.0,2017-01-16 14:20:45.411138,0.0,0.0,0.0,0.0,1228
2.47,0.0,2.7,0.0,2017-01-16 14:22:18.011556,15.0,0.0,15.0,0.0,1184
